An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,IF,Balotești,100978,Rural,2361101978,Școala Gimnazială Nr. 1 Balotești,Balotești,100978,Rural,400563014,2361101978,Școala Gimnazială Nr. 1 Balotești,Școala Gimnazială Nr. 1 Balotești,Unitate de Învățământ,Pj,14136763,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Unirii,6,77015.0,213511096.0,213511096.0,Scoala_Balotesti@Yahoo.Com,850.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,21.0,0.0
2024-2025,IF,Berceni,101154,Rural,2361203232,Grădinița ”Elite” Berceni,Berceni,101154,Rural,,2361203232,Grădinița ”Elite” Berceni,Grădinița ”Elite” Berceni,Unitate de Învățământ,Pj,46947135,Program Prelungit,Taxă,Privată,Str. Dobreni,32D,,766687691.0,766687691.0,Emmmystanciu@Gmail.Com,44.0,['Limba română'],"['Antepreşcolar', 'Preșcolar']",1.0,4.0,0.0
2024-2025,IF,Berceni,101154,Rural,2361202683,Grădinița cu Program Normal Și Prelungit ”Happy Hours” Berceni,Berceni,101154,Rural,232690108,2361202683,Grădinița ”Happy Hours” Berceni,Grădinița cu Program Normal Și Prelungit ”Happy Hours” Berceni,Unitate de Învățământ,Pj,30823033,Program Normal,Taxă,Privată,1 Mai,24,77020.0,757200050.0,757200050.0,Happyhoursschool@Yahoo.Ro,65.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Berceni,101154,Rural,2361102192,Școala Gimnazială Nr. 1 Berceni,Berceni,101154,Rural,400562723,2361102192,Școala Gimnazială Nr. 1 Berceni,Școala Gimnazială Nr. 1 Berceni,Unitate de Învățământ,Pj,14176733,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,1 Mai,264,77020.0,213612701.0,213612701.0,Scoala1Berceni@Yahoo.Com,1720.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,24.0,0.0
2024-2025,IF,Berceni,101154,Rural,2361201316,"Școala Primară ""Kinderstar"" Berceni",Berceni,101154,Rural,232724076,2361201316,"Școala Primară ""Kinderstar"" Berceni","Școala Primară ""Kinderstar"" Berceni",Unitate de Învățământ,Pj,31701565,Un Schimb/Zi,Taxă,Privată,1 Mai,21,77020.0,747339202.0,747339202.0,Dea_Dragan@Yahoo.Com,139.0,['Limba română'],"['Preșcolar', 'Primar']",1.0,8.0,0.0
2024-2025,IF,Bragadiru,179230,Urban,2361203399,Grădinița ”Andreea' S Kindergarten” Bragadiru,Bragadiru,179230,Urban,,2361203399,Grădinița ”Andreea' S Kindergarten” Bragadiru,Grădinița ”Andreea' S Kindergarten” Bragadiru,Unitate de Învățământ,Pj,46064479,Un Schimb/Zi,Taxă,Privată,Str. Răsăritului,2-4,77025.0,725522637.0,725522637.0,Office@Gradinitabragadiru.Ro,82.0,['Limba română'],"['Antepreşcolar', 'Preșcolar']",1.0,0.0,4.0
2024-2025,IF,Bragadiru,179230,Urban,2361203042,Grădinița „Carlida” Bragadiru,Bragadiru,179230,Urban,231449734,2361203042,Grădinița „Carlida” Bragadiru,Grădinița „Carlida” Bragadiru,Unitate de Învățământ,Pj,39593540,Program Prelungit,Taxă,Privată,Str.Safirului,18C,77025.0,722807069.0,722807069.0,Office@Carlinda.Ro,51.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,IF,Bragadiru,179230,Urban,2361100068,Grădinița Nr. 1 Bragadiru,Bragadiru,179230,Urban,232611944,2361100068,Grădinița Nr. 1 Bragadiru,Grădinița Nr. 1 Bragadiru,Unitate de Învățământ,Pj,28363421,Program Normal,Buget,Publică de Interes Național Și Local,"Grivitei ( 2 Corpuri, din Care: 1 Corp Modular))",41,77025.0,765569817.0,0.0,Gradinita.Bragadiru@Yahoo.Com,794.0,['Limba română'],['Preșcolar'],3.0,0.0,8.0
2024-2025,IF,Bragadiru,179230,Urban,2361103469,Grădinița Nr.4 Bragadiru,Bragadiru,179230,Urban,233028376,2361103469,Grădinița Nr.4 Bragadiru,Grădinița Nr.4 Bragadiru,Unitate de Învățământ,Pj,50482240,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Str. Dealului,15,77350.0,763616817.0,0.0,Gradinita4Bragadiru@Yahoo.Com,186.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,IF,Bragadiru,179230,Urban,2361201958,"Școala Gimnazială ""Pro Ingenio"" Bragadiru",Bragadiru,179230,Urban,231315127,2361201958,"Școala Gimnazială ""Pro Ingenio"" Bragadiru","Școala Gimnazială ""Pro Ingenio"" Bragadiru",Unitate de Învățământ,Pj,36800969,Un Schimb/Zi,Taxă,Privată,Primaverii,14,77025.0,213156543.0,213132698.0,Office@Proingenio.Ro,281.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,IF,Bragadiru,179230,Urban,2361203309,Școala Gimnazială ”Micul Lord” Bragadiru,Bragadiru,179230,Urban,,2361203309,Școala Gimnazială ”Micul Lord” Bragadiru,Școala Gimnazială ”Micul Lord” Bragadiru,Unitate de Învățământ,Pj,17970010,Un Schimb/Zi,Taxă,Privată,Sos. Alexandriei,144-146,77135.0,730093603.0,0.0,Micul_Lordy@Yahoo.Com,102.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,0.0,9.0
2024-2025,IF,Bragadiru,179230,Urban,2361102278,Școala Gimnazială Nr. 1 Bragadiru,Bragadiru,179230,Urban,238004571,2361102278,Școala Gimnazială Nr. 1 Bragadiru,Școala Gimnazială Nr. 1 Bragadiru,Unitate de Învățământ,Pj,13602555,Trei Schimburi/Zi,Buget,Publică de Interes Național Și Local,Alexandriei,243A,77025.0,751262985.0,0.0,Scbragadiru@Yahoo.Com,1958.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,12.0
2024-2025,IF,Brănești,101305,Rural,2331100026,Casa Corpului Didactic Ilfov,Brănești,101305,Rural,233000221,2331100026,Casa Corpului Didactic Ilfov,Casa Corpului Didactic Ilfov,Casa Corpului Didactic,Pj,12460835,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Slt. Petre Ionel,1,77030.0,213501402.0,213501402.0,Ccdilfov@Gmail.Com,,,,,,
2024-2025,IF,Brănești,101305,Rural,2341101353,Centrul Județean Resurse Și Asistență Educațională,Brănești,101305,Rural,232512904,2341101353,Centrul Județean Resurse Și Asistență Educațională,Centrul Județean Resurse Și Asistență Educațională,Centru Județean de Resurse Și Asistență Educațională,Pj,19039281,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Slt. Petre Ionel,4,77030.0,213501403.0,213501403.0,Cjrae.Ilfov@Yahoo.Com,,,,,,
2024-2025,IF,Brănești,101305,Rural,2361101286,Colegiul Silvic „Theodor Pietraru“ Brănești,Brănești,101305,Rural,400792342,2361101286,Colegiul Silvic „Theodor Pietraru“ Brănești,Colegiul Silvic „Theodor Pietraru“ Brănești,Unitate de Învățământ,Pj,4364403,Mai Multe Schimburi/Zi,Buget,Publică de Interes Național Și Local,Slt.Petre Ionel,4,77030.0,213501270.0,213501270.0,Colegiulsilvic@Yahoo.Com,428.0,['Limba română'],['Liceal'],1.0,16.0,0.0
2024-2025,IF,Brănești,101305,Rural,2361102165,"Grădinița ""Rița Gărgărița"" Brănești",Brănești,101305,Rural,232595372,2361102165,"Grădinița ""Rița Gărgărița"" Brănești","Grădinița ""Rița Gărgărița"" Brănești",Unitate de Învățământ,Pj,27993399,Program Prelungit,Buget,Publică de Interes Național Și Local,Slt. Petre Ionel,147 A,77030.0,213504925.0,213504925.0,Rita.Gargarita@Yahoo.Com,287.0,['Limba română'],['Preșcolar'],4.0,11.0,0.0
2024-2025,IF,Brănești,101305,Rural,2361101829,"Liceul Tehnologic ""Cezar Nicolau"" Brănești",Brănești,101305,Rural,400844169,2361101829,"Liceul Tehnologic ""Cezar Nicolau"" Brănești","Liceul Tehnologic ""Cezar Nicolau"" Brănești",Unitate de Învățământ,Pj,4340498,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,I.C Bratianu,1 B,77030.0,213501225.0,213501225.0,Grupscolaragricol_Cezar_Nicolau@Yahoo.Com,966.0,['Limba română'],"['Liceal', 'Profesional']",1.0,46.0,0.0
2024-2025,IF,Brănești,101305,Rural,2361102414,"Liceul Teoretic ""Traian Lalescu“ Brănești",Brănești,101305,Rural,234000151,2361102414,Liceul Teoretic “Traian Lalescu“ Brănești,"Liceul Teoretic ""Traian Lalescu“ Brănești",Unitate de Învățământ,Pj,4505600,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Slt. Petre Ionel,2,77030.0,213501330.0,213135829.0,Lttlalescu@Hotmail.Com,829.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar']",1.0,20.0,0.0
2024-2025,IF,Brănești,101305,Rural,2361102156,"Seminarul Teologic Liceal Ortodox ""Sfânta Filofteia"" Brănești",Brănești,101305,Rural,230300254,2361102156,Seminarul”Sfânta Filofteia” Brănești,"Seminarul Teologic Liceal Ortodox ""Sfânta Filofteia"" Brănești",Unitate de Învățământ,Pj,13862040,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,I.C. Bratianu,1,77030.0,213511004.0,213511004.0,Sfantafilofteia@Yahoo.Com,71.0,['Limba română'],['Liceal'],1.0,4.0,0.0
2024-2025,IF,Brănești,101305,Rural,2361101734,Școala Gimnazială Nr. 1 Brănești,Brănești,101305,Rural,232544505,2361101734,Școala Gimnazială Nr. 1 Brănești,Școala Gimnazială Nr. 1 Brănești,Unitate de Învățământ,Pj,24965718,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Str. Slt. Petre Ionel,147,77030.0,213501331.0,213501331.0,Scoala1Branesti@Yahoo.Com,529.0,['Limba română'],"['Gimnazial', 'Primar']",2.0,15.0,0.0
2024-2025,IF,Buftea,100585,Urban,2381101486,Clubul Sportiv Școlar Ilfov,Buftea,100585,Urban,232595059,2381101486,Clubul Sportiv Școlar Ilfov,Clubul Sportiv Școlar Ilfov,Club Sportiv Școlar,Pj,27996565,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Agricultori,108,70000.0,213506498.0,213506498.0,Clubul_Sportiv_Scolar_Ilfov@Yahoo.Com,,,,,,
2024-2025,IF,Buftea,100585,Urban,2361101535,"Grădinița „Căsuța Copilăriei"" Buftea",Buftea,100585,Urban,406048391,2361101535,"Grădinița „Căsuța Copilăriei"" Buftea","Grădinița „Căsuța Copilăriei"" Buftea",Unitate de Învățământ,Pj,29007708,Program Prelungit,Buget,Publică de Interes Național Și Local,Aleea Scolii,4,7000.0,213505199.0,213505199.0,Gradinita_Casuta_Copilariei@Yahoo.Com,217.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,IF,Buftea,100585,Urban,2361201854,"Grădinița „Panda"" Buftea",Buftea,100585,Urban,407577806,2361201854,"Grădinița „Panda"" Buftea","Grădinița „Panda"" Buftea",Unitate de Învățământ,Pj,26972517,Program Prelungit,Taxă,Privată,Școlii,1,70000.0,213142094.0,213142094.0,Gradinitapanda@Yahoo.Com,67.0,['Limba română'],"['Antepreşcolar', 'Preșcolar']",1.0,0.0,4.0
2024-2025,IF,Buftea,100585,Urban,2361202787,Grădinița cu Program Prelungit „Iani`S Club” Buftea,Buftea,100585,Urban,232555231,2361202787,Grădinița cu Pp „Iani`S Club” Buftea,Grădinița cu Program Prelungit „Iani`S Club” Buftea,Unitate de Învățământ,Pj,26777630,Program Prelungit,Taxă,Privată,Str. Intrarea Constructorului,1,70000.0,749755158.0,722811874.0,Ianisclub@Yahoo.Com,84.0,['Limba română'],['Preșcolar'],1.0,0.0,3.0
2024-2025,IF,Buftea,100585,Urban,2361101621,"Liceul Tehnologic ""Barbu A. Știrbey"" Buftea",Buftea,100585,Urban,406012146,2361101621,"Liceul Tehnologic ""Barbu A. Știrbey"" Buftea","Liceul Tehnologic ""Barbu A. Știrbey"" Buftea",Unitate de Învățământ,Pj,4364438,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Liceului,5,70000.0,213505731.0,213505731.0,Gseas_Barbustirbey@Yahoo.Com,572.0,['Limba română'],"['Liceal', 'Postliceal', 'Profesional']",1.0,0.0,28.0
2024-2025,IF,Buftea,100585,Urban,2361102328,"Liceul Tehnologic ""Dumitru Dumitrescu"" Buftea",Buftea,100585,Urban,400960523,2361102328,"Liceul Tehnologic ""Dumitru Dumitrescu"" Buftea","Liceul Tehnologic ""Dumitru Dumitrescu"" Buftea",Unitate de Învățământ,Pj,4532442,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,București - Târgoviște,145,70000.0,213515911.0,213515911.0,Ltdd_Buftea@Yahoo.Ro,875.0,['Limba română'],"['Liceal', 'Profesional']",1.0,0.0,30.0
2024-2025,IF,Buftea,100585,Urban,2371101585,Palatul Copiilor Și Elevilor Ilfov,Buftea,100585,Urban,232531508,2371101585,Palatul Copiilor Și Elevilor Ilfov,Palatul Copiilor Și Elevilor Ilfov,Palatul Copiilor,Pj,21616845,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Stirbey Voda,18,70000.0,213515201.0,213515201.0,Ccebuftea@Yahoo.Com,,,,,,
2024-2025,IF,Buftea,100585,Urban,2361101639,Școala Gimnazială Nr. 1 Buftea,Buftea,100585,Urban,238004492,2361101639,Școala Gimnazială Nr. 1 Buftea,Școala Gimnazială Nr. 1 Buftea,Unitate de Învățământ,Pj,13592885,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Scolii,1,70000.0,213505454.0,213505454.0,Sc1Buftea@Yahoo.Com,1559.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,28.0
2024-2025,IF,Buftea,100585,Urban,2361101494,Școala Gimnazială Nr. 2 Buftea,Buftea,100585,Urban,238004545,2361101494,Școala Gimnazială Nr. 2 Buftea,Școala Gimnazială Nr. 2 Buftea,Unitate de Învățământ,Pj,13602520,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Știrbei Vodă,22,70000.0,213515537.0,213515537.0,Buftea_Scoala@Yahoo.Com,816.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,0.0,12.0
2024-2025,IF,Buftea,100585,Urban,2361101101,Școala Gimnazială Nr. 3 Buftea,Buftea,100585,Urban,231294282,2361101101,Școala Gimnazială Nr. 3 Buftea,Școala Gimnazială Nr. 3 Buftea,Unitate de Învățământ,Pj,36558769,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Independentei,52,70000.0,213515065.0,213515065.0,Sc_3_Buftea@Yahoo.Com,570.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,27.0
2024-2025,IF,Cernica,101751,Rural,2361101915,Școala Gimnazială Nr. 1 Cernica,Cernica,101751,Rural,238004636,2361101915,Școala Gimnazială Nr. 1 Cernica,Școala Gimnazială Nr. 1 Cernica,Unitate de Învățământ,Pj,13613848,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Traian,19,77035.0,213695077.0,213695077.0,Scoala1Cernica@Gmail.Com,506.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,IF,Cernica,101751,Rural,2361101603,Școala Gimnazială Nr. 2 Tânganu - Cernica,Cernica,101751,Rural,400563612,2361101603,Școala Gimnazială Nr. 2 Cernica,Școala Gimnazială Nr. 2 Tânganu - Cernica,Unitate de Învățământ,Pj,28958713,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Burebista,35,77039.0,213695626.0,213695626.0,Sc_Tinganu@Yahoo.Com,361.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,IF,Cernica,101751,Rural,2361102034,Școala Gimnazială Nr. 3 Bălăceanca-Cernica,Cernica,101751,Rural,400563624,2361102034,Școala Gimnazială Nr. 3 Cernica,Școala Gimnazială Nr. 3 Bălăceanca-Cernica,Unitate de Învățământ,Pj,29003811,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Garii,65 Bis,77036.0,213302939.0,213302939.0,Scoala3Balaceanca@Yahoo.Com,358.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,12.0,0.0
2024-2025,IF,Cernica,101751,Rural,2361202837,Școala Postliceală Sanitară ”Doctor Luca” Cernica,Cernica,101751,Rural,231247930,2361202837,Școala Postliceală ”Doctor Luca” Cernica,Școala Postliceală Sanitară ”Doctor Luca” Cernica,Unitate de Învățământ,Pj,35572277,Două Schimburi/Zi,Taxă,Privată,Str. Decebal,11-13,77035.0,744157723.0,213695350.0,Scoaladoctorluca@Gmail.Com,58.0,['Limba română'],['Postliceal'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361202923,Gradinița cu Program Prelungit ”Happy Kiddo” Dudu-Chiajna,Chiajna,179258,Rural,154368797,2361202923,Gradinița cu Pp ”Happy Kiddo” Dudu-Chiajna,Gradinița cu Program Prelungit ”Happy Kiddo” Dudu-Chiajna,Unitate de Învățământ,Pj,3466626,Program Prelungit,Taxă,Privată,Pădurii,5,77041.0,741079108.0,741079108.0,Gradi@Sdh.Ro,86.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361202534,"Grădinița ""Vincenzina Cusmano"" Roșu - Chiajna",Chiajna,179258,Rural,232513386,2361202534,Grădinița ”Vincenzina Cusmano” Chiajna,"Grădinița ""Vincenzina Cusmano"" Roșu - Chiajna",Unitate de Învățământ,Pj,19167051,Program Prelungit,Taxă,Privată,Concordia,7,77042.0,213504250.0,213504250.0,Gradinitavicenzina@Yahoo.Ro,50.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361203101,Grădinița ”Kid`S Joy Land” Roșu - Chiajna,Chiajna,179258,Rural,,2361203101,Grădinița ”Kid`S Joy Land” Roșu - Chiajna,Grădinița ”Kid`S Joy Land” Roșu - Chiajna,Unitate de Învățământ,Pj,43523232,Program Prelungit,Taxă,Privată,Str. Av. Vasile Sebe,2,77042.0,721216194.0,721216194.0,Kidsjoylamd2@Yahoo.Com,108.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361203205,Grădinița ”Montessori Class” Chiajna,Chiajna,179258,Rural,,2361203205,Grădinița ”Montessori Class” Chiajna,Grădinița ”Montessori Class” Chiajna,Unitate de Învățământ,Pj,45693578,Program Prelungit,Taxă,Privată,Răsăritului,3,,727121373.0,727121373.0,Claudia.Alexa@Montessoribritishschool.Ro,35.0,['Limba română'],['Preșcolar'],1.0,2.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361203191,Grădinița ”My Baby” Chiajna,Chiajna,179258,Rural,,2361203191,Grădinița ”My Baby” Chiajna,Grădinița ”My Baby” Chiajna,Unitate de Învățământ,Pj,35060404,Program Prelungit,Taxă,Privată,Intrarea Busuiocului,4C,,763633686.0,763633686.0,Contact@Gradinita-Mybaby.Ro,30.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361202941,Grădinița ”Sfântul Stelian” Roșu - Chiajna,Chiajna,179258,Rural,404648264,2361202941,Grădinița ”Sfântul Stelian” Roșu - Chiajna,Grădinița ”Sfântul Stelian” Roșu - Chiajna,Unitate de Învățământ,Pj,42232820,Program Prelungit,Taxă,Privată,Mărășești Nr.2  Și Toamnei Nr.3,2/3,77041.0,734087549.0,734087549.0,Office@Gradinitasfstelian.Ro,138.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361203449,Grădinița ”Tumi” Chiajna,Chiajna,179258,Rural,,2361203449,Grădinița ”Tumi” Chiajna,Grădinița ”Tumi” Chiajna,Unitate de Învățământ,Pj,26956929,Program Prelungit,Taxă,Privată,Libertății,27,77040.0,722530919.0,722530919.0,Tumi.School@Yahoo.Com,25.0,['Limba română'],['Preșcolar'],1.0,2.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361201994,"Grădinița „David Mihai"" Chiajna",Chiajna,179258,Rural,408004911,2361201994,Grădinița „David Mihai” Chiajna,"Grădinița „David Mihai"" Chiajna",Unitate de Învățământ,Pj,28867682,Program Prelungit,Taxă,Privată,Drumul Bacriului,42B,77042.0,767817041.0,314377127.0,Gradinitadavidmihai@Yahoo.Com,33.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361202724,Grădinița „Degețica Royal Palace” Chiajna,Chiajna,179258,Rural,231116789,2361202724,Grădinița „Degețica Royal Palace” Chiajna,Grădinița „Degețica Royal Palace” Chiajna,Unitate de Învățământ,Pj,33599748,Program Prelungit,Taxă,Privată,Rezervelor,42B,77040.0,733003300.0,733003300.0,Office@Gradinitadegetica.Ro,40.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361201402,Grădinița „Planeta Copiilor Ii” Roșu-Chiajna,Chiajna,179258,Rural,232659647,2361201402,Grădinița „Planeta Copiilor Ii” Roșu-Chiajna,Grădinița „Planeta Copiilor Ii” Roșu-Chiajna,Unitate de Învățământ,Pj,29982884,Program Prelungit,Taxă,Privată,Nicolae Iorga,82A/82B,77040.0,724212970.0,724212970.0,Victorita_Sotae@Yahoo.Com,100.0,['Limba română'],['Preșcolar'],1.0,3.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361203164,Grădinița cu Program Normal Și Prelungit ”Lilo Club” Chiajna,Chiajna,179258,Rural,,2361203164,Grădinița cu Pn Și Pp ”Lilo Club” Chiajna,Grădinița cu Program Normal Și Prelungit ”Lilo Club” Chiajna,Unitate de Învățământ,Pj,39705651,Program Prelungit,Taxă,Privată,"Str. Nuferilor,Tarla 83, Parcela 10-13",83,77040.0,765149367.0,765149367.0,Contact@Liloclub.Ro,74.0,['Limba română'],"['Antepreşcolar', 'Preșcolar']",1.0,4.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361101684,"Liceul Tehnologic ""Doamna Chiajna"" Roșu - Chiajna",Chiajna,179258,Rural,232500406,2361101684,"Liceul Tehnologic ""Doamna Chiajna"" Chiajna","Liceul Tehnologic ""Doamna Chiajna"" Roșu - Chiajna",Unitate de Învățământ,Pj,17128587,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,1 Decembrie 1918/ 1 Decembrie ( Niv.Preș+Prim),90,77042.0,730614950.0,0.0,Dchiajna@Yahoo.Com,866.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",1.0,23.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361101476,"Școala Gimnazială ""Alexandru Odobescu"" Chiajna",Chiajna,179258,Rural,238004612,2361101476,"Școala Gimnazială ""Alexandru Odobescu"" Chiajna","Școala Gimnazială ""Alexandru Odobescu"" Chiajna",Unitate de Învățământ,Pj,13605730,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Pacii,72,77040.0,214361600.0,214361600.0,Scoalanr1Chiajna@Yahoo.Com,825.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,13.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361201967,Școala Gimnazială ”Kids Club Militari” Roșu-Chiajna,Chiajna,179258,Rural,232607319,2361201967,Școala Gimnazială ”Kids Club Militari” Chiajna,Școala Gimnazială ”Kids Club Militari” Roșu-Chiajna,Unitate de Învățământ,Pj,36519514,Un Schimb/Zi,Taxă,Privată,Rezervelor,91A,77042.0,314362520.0,314362520.0,Office@Kidsclub.Ro,278.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,12.0,0.0
2024-2025,IF,Chiajna,179258,Rural,2361103329,Școala Gimnazială ”Petru Rareș” Chiajna,Chiajna,179258,Rural,361103329,2361103329,Școala Gimnazială ”Petru Rareș” Chiajna,Școala Gimnazială ”Petru Rareș” Chiajna,Unitate de Învățământ,Pj,48721575,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Gențianei,2,77041.0,727865514.0,214360404.0,Scoalagimnazialapetrurares@Gmail.Com,1511.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",1.0,13.0,0.0
